monitoring_id,episode_id,split,step_index,steps_per_episode,recipe_design_index,recipe_design_seed,nominal_absorbed_power_W,target_pressure_mTorr,nominal_flow_sccm,nominal_pumping_speed_m3_s,measured_absorbed_power_W,measured_flow_sccm,measured_pressure_mTorr,fault_present,fault_domain,fault_family,fault_profile,fault_severity,fault_direction,fault_magnitude_fraction,fault_onset_step,fault_started,fault_progress,signed_fault_fraction,fault_factor,fault_effect_active,active_fault_domain,active_fault_family,normal_power_coupling_factor,normal_flow_delivery_factor,normal_pumping_effectiveness_factor,applied_power_factor,applied_flow_factor,applied_pumping_factor,true_absorbed_power_W,true_flow_sccm,true_pumping_speed_m3_s,true_neutral_density_m3,true_ion_density_m3,true_electron_density_m3,true_electron_energy_density_J_m3,true_electron_temperature_eV,true_pressure_mTorr,true_pressure_relative_deviation_from_target,ionization_rate_coefficient_m3_s,ionization_density_rate_m3_s,charged_wall_loss_rate_s,charged_wall_loss_density_rate_m3_s,ionization_fraction,residence_time_proxy_s,collisional_power_loss_W,wall_power_loss_W,power_measurement_noise_factor,flow_measurement_noise_factor,pressure_measurement_noise_factor,power_measurement_relative_noise,flow_measurement_relative_noise,pressure_measurement_relative_noise,pressure_sensor_bias_factor,pressure_sensor_bias_fraction,integration_success,converged,max_relative_rate_s,neutral_particle_balance,ion_particle_balance,electron_energy_balance,total_particle_identity,max_balance_residual,physical_state_valid,balance_valid,domain_status,model_validity_status,qualification_valid,is_ml_eligible,error_message
monitor_train_001_step_010,monitor_train_001,train,10,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,69.039349730850162,20.106340638413084,20.392626005611437,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,1.0117560140226027,1.0011703163314971,1.0074365915629242,1.0117560140226027,1.0011703163314971,1.0074365915629242,67.973649199434448,20.023406326629942,0.013697123700341342,6.546202864082113e+20,1.0645719261455214e+17,1.0645719261455214e+17,0.04682196544551627,1.8300922341645547,20.33719145210955,-0.0062200130352098714,6.3131250063108311e-18,4.3995560795566899e+20,4132.6996997636925,4.3995560795584522e+20,0.00016259789852032837,1.6571367404399371,46.953284262770737,21.020364936666695,1.0156781421031105,1.0041418682930507,1.0027257723187799,0.015678142103110471,0.0041418682930507433,0.0027257723187799066,1,0,true,true,3.9174281535186977e-09,1.5356103317596324e-09,2.0027736982241366e-13,2.1942452309915609e-14,0,1.5356103317596324e-09,true,true,supported,valid,true,true,
monitor_train_001_step_011,monitor_train_001,train,11,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,66.879944434213058,19.930936887666288,20.729838558785254,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,1.0157110810363905,0.99818061344224607,0.98763611749715841,1.0157110810363905,0.99818061344224607,0.98763611749715841,68.239365769466588,19.963612268844923,0.013427916144376511,6.6575031791938752e+20,1.0773250387772824e+17,1.0773250387772824e+17,0.047249428441184266,1.8249381617358718,20.682969892543724,0.010676503616883434,6.1496291996984823e-18,4.4106953965611647e+20,4094.1175947866909,4.410695396562326e+20,0.0001617950009153543,1.6903595969872049,47.225128338395841,21.014237431073614,0.98007863467186851,0.99836325306569762,1.0022660510789809,-0.019921365328131491,-0.0016367469343023799,0.0022660510789809241,1,0,true,true,2.7471606076761282e-09,1.0952673426695278e-09,1.3164567212068903e-13,2.1006175622541698e-14,8.3198913934875605e-17,1.0952673426695278e-09,true,true,supported,valid,true,true,
monitor_train_001_step_012,monitor_train_001,train,12,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,67.210072613584785,20.148890456157364,20.065114627133589,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,0.99369253695981807,1.0013488481433273,1.0126864176013577,0.99369253695981807,1.0013488481433273,1.0126864176013577,66.760075535260185,20.026976962866545,0.013768500417502409,6.513428256131091e+20,1.0430724030284782e+17,1.0430724030284782e+17,0.045914971213627871,1.8316319407384343,20.235370061830768,-0.011195530925291467,6.3626295058228317e-18,4.3227560195938386e+20,4144.253080654069,4.3227560195960137e+20,0.0001601162013653669,1.6485460459682839,46.089272529171865,20.670803006089983,1.0067405118211248,1.0060874636005657,0.99158624556027641,0.0067405118211247839,0.0060874636005656679,-0.0084137544397235864,1,0,true,true,4.4534381362035523e-09,1.7529584644916495e-09,2.5159178891199904e-13,1.2465531777232869e-14,8.2935675205683895e-17,1.7529584644916495e-09,true,true,supported,valid,true,true,
monitor_train_001_step_013,monitor_train_001,train,13,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,68.608309409784965,20.028850168503546,20.456636440969159,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,1.0038440468883938,1.0004177420417095,1.0006570290543695,1.0038440468883938,1.0004177420417095,1.0006570290543695,67.442092904236432,20.00835484083419,0.013604948662138881,6.5856000254021127e+20,1.0592634185675162e+17,1.0592634185675162e+17,0.046541710468998979,1.8282547610679909,20.459587233155485,-0.00023912437716671562,6.2544468477872336e-18,4.3630303176059853e+20,4118.9285319677565,4.3630303176074468e+20,0.00016081952506111392,1.6683640259042205,46.617172053580049,20.824920850659133,1.0172921161744564,1.0010243384742221,0.99985577459834851,0.017292116174456362,0.0010243384742221195,-0.00014422540165148767,1,0,true,true,3.3093216898591226e-09,1.3112453624466336e-09,1.6748139407860695e-13,2.0374477660344496e-14,0,1.3112453624466336e-09,true,true,supported,valid,true,true,
monitor_train_001_step_014,monitor_train_001,train,14,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,67.96979577038654,20.076788992950604,20.786523277983871,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,1.0039442067587652,1.0055754103985164,0.99495048597378422,1.0039442067587652,1.0055754103985164,0.99495048597378422,67.448822028450294,20.111508207970328,0.013527362412909198,6.657518650505429e+20,1.0648455490898154e+17,1.0648455490898154e+17,0.046702083611500564,1.8249374531768829,20.683017957510792,0.01067885231888875,6.1496069562864628e-18,4.3595972606352065e+20,4094.1123004767778,4.3595972606365617e+20,0.00015992073234807067,1.677932935435033,46.67804369722775,20.770778331224236,1.0077239857757114,0.99827366427914321,1.0050043625493006,0.0077239857757114283,-0.0017263357208567864,0.0050043625493005894,1,0,true,true,2.8917673328963813e-09,1.1559583031741216e-09,1.5543689003537912e-13,1.2529531884583795e-14,8.2587086042279731e-17,1.1559583031741216e-09,true,true,supported,valid,true,true,
monitor_train_001_step_015,monitor_train_001,train,15,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,68.04104435255779,19.929216590074397,20.282365027797045,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,1.0020592152065788,0.99614543041415493,1.0065792510469203,1.0020592152065788,0.99614543041415493,1.0065792510469203,67.322181066858391,19.922908608283098,0.013685467285238529,6.5188950467063212e+20,1.0522747759736288e+17,1.0522747759736288e+17,0.046313537539546694,1.8313744117262405,20.252353826138943,-0.010365616671273807,6.3543281047692227e-18,4.3588586403271134e+20,4142.3198007342889,4.3588586403288003e+20,0.0001613931407860511,1.6585481846621981,46.48167108096024,20.84050998590013,1.010677955976879,1.0003166195215429,1.0014818624005752,0.010677955976879039,0.00031661952154293793,0.0014818624005752401,1,0,true,true,3.611481199553145e-09,1.4200686037068244e-09,1.9350210447213301e-13,1.4680420887471318e-14,8.3368894096932535e-17,1.4200686037068244e-09,true,true,supported,valid,true,true,
monitor_train_001_step_016,monitor_train_001,train,16,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,66.543943635980042,19.830496854956781,20.429638445072325,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,0.99451157022600667,1.003134882659233,0.99592919482181141,0.99451157022600667,1.003134882659233,0.99592919482181141,66.815101331150672,20.06269765318466,0.013540668953757837,6.6348343498942723e+20,1.0531337863617323e+17,1.0531337863617323e+17,0.046214781284247199,1.8259786837805811,20.612544283830808,0.0072351454198325785,6.182362671659874e-18,4.3198444461336245e+20,4101.8952217447049,4.3198444461350984e+20,0.00015870277923663731,1.6762840151916614,46.221977669086591,20.593123662064034,0.99594167052405258,0.9884262424604191,0.9911264792817468,-0.0040583294759474198,-0.011573757539580898,-0.0088735207182532028,1,0,true,true,2.8037396865012061e-09,1.1236144559624853e-09,1.7059695764264526e-13,3.2827832203093472e-16,8.278801224293424e-17,1.1236144559624853e-09,true,true,supported,valid,true,true,
monitor_train_001_step_017,monitor_train_001,train,17,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,66.280277010637263,20.028413489873511,20.591919270934671,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,0.98758179651687361,1.0097918869469202,1.0027927785572182,0.98758179651687361,1.0097918869469202,1.0027927785572182,66.34953255705139,20.195837738938405,0.013633986345878436,6.6331511630006308e+20,1.0456696071461594e+17,1.0456696071461594e+17,0.045889176157328342,1.8260561299547526,20.607315100620873,0.0069796205783399772,6.1848045415172323e-18,4.2898327353559056e+20,4102.4743437512661,4.2898327353575847e+20,0.00015761811618349682,1.6648107418009763,45.898610315502673,20.450922241546952,0.99895620144189301,0.99170996265522116,0.99925289492536862,-0.0010437985581069897,-0.0082900373447788445,-0.00074710507463138232,1,0,true,true,2.8093906870848479e-09,1.126102992481384e-09,1.9569904278102005e-13,1.3262164852866654e-14,8.2242236268051379e-17,1.126102992481384e-09,true,true,supported,valid,true,true,
monitor_train_001_step_018,monitor_train_001,train,18,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,65.695130293460423,20.18026533136176,20.488191467254516,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,0.98396355638913457,1.0115523422192834,1.0092000603777025,0.98396355638913457,1.0115523422192834,1.0092000603777025,66.10644530898611,20.231046844385666,0.013721099850006741,6.6025288493339797e+20,1.0395522953814203e+17,1.0395522953814203e+17,0.045656032024357966,1.8274696357265114,20.51218027686491,0.0023308427893945177,6.2295067663344228e-18,4.2757303753535436e+20,4113.0498141861735,4.2757303753553609e+20,0.00015742281023770749,1.6542410718026448,45.706974735210117,20.399470573773289,0.99377798921719096,0.99748992163309635,0.99883050902992254,-0.0062220107828090399,-0.0025100783669036453,-0.0011694909700774581,1,0,true,true,2.8934425032019498e-09,1.1554389895500898e-09,2.1251495305633568e-13,2.0473853825926185e-14,8.2099105975185531e-17,1.1554389895500898e-09,true,true,supported,valid,true,true,
monitor_train_001_step_019,monitor_train_001,train,19,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,67.141093767854144,19.99749330047948,20.300289338694451,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,1.0004382804862979,1.0001359120663982,1.0064896006505752,1.0004382804862979,1.0001359120663982,1.0064896006505752,67.213280455916149,20.002718241327962,0.013684248397043672,6.5455922147643517e+20,1.0526166915545368e+17,1.0526166915545368e+17,0.046296874100957591,1.8301208289698552,20.335294338264582,-0.0063127157949081896,6.3140415928574291e-18,4.3503744184104544e+20,4132.9141493923971,4.3503744184123576e+20,0.00016078719995574368,1.6586959154504906,46.427572747203243,20.785707708712419,0.99892600558145128,0.99973878845937614,0.99827860866000528,-0.0010739944185487182,-0.00026121154062386243,-0.0017213913399947156,1,0,true,true,3.4867577381005012e-09,1.3754361887584537e-09,2.1873582098422748e-13,3.6664535706638032e-15,8.3036257272595077e-17,1.3754361887584537e-09,true,true,supported,valid,true,true,
monitor_train_001_step_020,monitor_train_001,train,20,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,66.228620561960852,20.070116471849062,20.090602592128416,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,0.99106535412453634,1.0001091425488877,1.0188755126481246,0.99106535412453634,1.0001091425488877,1.0188755126481246,66.583571316898087,20.002182850977754,0.013852647450833033,6.4658479970213639e+20,1.0366901950063962e+17,1.0366901950063962e+17,0.045690176839104812,1.8338854090877825,20.087551722108241,-0.018418696821552512,6.4356368769425601e-18,4.3138596694453971e+20,4161.1849810367721,4.3138596694486981e+20,0.00016030751206306618,1.6385320569766835,45.929930307910503,20.653641008989805,0.99466909407355342,1.0033963103615957,1.0001518786391881,-0.005330905926446583,0.0033963103615957113,0.00015187863918808553,1,0,true,true,6.6711160300506333e-09,2.6110481929423522e-09,3.8260960867360915e-13,1.6684145969600743e-14,8.3038479656828686e-17,2.6110481929423522e-09,true,true,supported,valid,true,true,
monitor_train_001_step_021,monitor_train_001,train,21,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,67.355439422036866,20.13726837326924,20.481242571597999,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,false,0,0,1,false,none,none,1.0110041775319512,1.003317075951053,1.002531861926983,1.0110041775319512,1.003317075951053,1.002531861926983,67.923137940630369,20.066341519021059,0.013630438919281332,6.592334498017162e+20,1.0673369464395603e+17,1.0673369464395603e+17,0.046888423836543833,1.8279421123085347,20.480509325205631,0.00078323686744424293,6.244505863617141e-18,4.3937855507264897e+20,4116.5871427810453,4.3937855507282749e+20,0.00016187955370468518,1.6652440216050666,46.955007474406948,20.968130466224352,0.99164204517332943,1.0035346181156615,1.0000358021561244,-0.0083579548266705661,0.0035346181156614698,3.5802156124420392e-05,1,0,true,true,3.525640301454784e-09,1.3913210535204152e-09,2.0315063393392784e-13,6.8383712443909115e-15,0,1.3913210535204152e-09,true,true,supported,valid,true,true,
monitor_train_001_step_022,monitor_train_001,train,22,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,68.828748969478681,20.089155885328843,21.826738341418533,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,true,1,0.050000000000000003,1.05,true,sensor,pressure_sensor_bias,1.0092359648497853,1.0069142941769225,0.98648887475672942,1.0092359648497853,1.0069142941769225,0.98648887475672942,67.804342631384159,20.138285883538451,0.013412318214083353,6.7235637858642507e+20,1.0754794080968728e+17,1.0754794080968728e+17,0.047090790228177186,1.8219322615254374,20.888201418848752,0.0207051737022515,6.055839023698719e-18,4.3790101422385811e+20,4071.6819952774667,4.3790101422397037e+20,0.00015993116740862319,1.6923254101108818,46.975430265999776,20.828912365385779,1.0151082703310563,0.99756036841994744,0.99517279789404312,0.015108270331056328,-0.0024396315800525592,-0.0048272021059568848,1.05,0.050000000000000044,true,true,2.3982600277997218e-09,9.6533082626915652e-10,1.2818327013807267e-13,1.0237470911371133e-14,0,9.6533082626915652e-10,true,true,supported,valid,true,true,
monitor_train_001_step_023,monitor_train_001,train,23,64,1,20260920,67.183835092000663,20.464480789378285,20,0.013596015684810297,68.007475762664058,19.814843530301797,21.996817063970848,true,sensor,pressure_sensor_bias,step,moderate,positive,0.050000000000000003,22,true,1,0.050000000000000003,1.05,true,sensor,pressure_sensor_bias,1.0042942755944664,0.99780828109153141,0.98235037507869671,1.0042942755944664,0.99780828109153141,0.98235037507869671,67.4723409953789,19.956165621830628,0.013356051107549238,6.6908285851052763e+20,1.0677409374109347e+17,1.0677409374109347e+17,0.046790051727022143,1.8234169120763135,20.786502455513638,0.015735638223594316,6.1020202151643039e-18,4.3593269233400663e+20,4082.7571282524773,4.359326923341476e+20,0.00015955730414645455,1.6994549316569081,46.720155829713867,20.752185165663963,1.0079311723795357,0.99291837449102771,1.0078342727242844,0.007931172379535667,-0.007081625508972289,0.0078342727242843857,1.05,0.050000000000000044,true,true,2.4165746280922831e-09,9.744554010051739e-10,1.6168543731513622e-13,7.9357912106794689e-15,8.3229959647842612e-17,9.744554010051739e-10,true,true,supported,valid,true,true,
