simulation_id,split,split_index,design_seed,nominal_absorbed_power_W,target_pressure_mTorr,nominal_flow_sccm,derived_pumping_speed_m3_s,gas_temperature_K,ion_neutral_cross_section_m2,radius_m,length_m,true_neutral_density_m3,true_ion_density_m3,true_electron_density_m3,true_electron_energy_density_J_m3,true_electron_temperature_eV,true_pressure_mTorr,ionization_rate_coefficient_m3_s,ionization_density_rate_m3_s,charged_wall_loss_rate_s,charged_wall_loss_density_rate_m3_s,ionization_fraction,residence_time_proxy_s,collisional_power_loss_W,wall_power_loss_W,integration_success,converged,max_relative_rate_s,pressure_target_relative_error,neutral_particle_balance,ion_particle_balance,electron_energy_balance,total_particle_identity,max_balance_residual,physical_state_valid,balance_valid,domain_status,model_validity_status,qualification_valid,is_ml_eligible,error_message
base_train_000011,train,11,20260910,70.592621234245598,33.67095360532403,20,0.0082633656609562671,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.0838117514338161e+21,1.3924695850474899e+17,1.3924695850474899e+17,0.056454096270045814,1.6869728332244822,33.670950235738381,2.8767697806927109e-18,4.3415487454919072e+20,3117.8768944780568,4.3415487454830159e+20,0.00012846241085738685,2.74682349220397,51.471595503429477,19.121025730841037,true,true,3.6431797113596068e-08,1.0007395953865198e-07,2.38228944450312e-08,1.0239743512313949e-12,1.7646593626116686e-13,8.3047547297526965e-17,2.38228944450312e-08,true,true,supported,valid,true,true,
base_train_000012,train,12,20260910,35.313067361712456,35.098120747134089,20,0.007927358954584636,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.1297499571776548e+21,70929353502272312,70929353502272312,0.02857171122960523,1.6761334680875151,35.098119702644041,2.6962716047849465e-18,2.1605880663714208e+20,3046.1127300298576,2.1605880663605956e+20,6.2779290370568224e-05,2.8632495453052877,25.858558211216195,9.4545091504741041,true,true,3.4167672621021561e-08,2.9759144535255642e-08,9.6138392192232218e-09,2.5051597406551125e-12,3.1374292053316719e-13,8.3047544377790447e-17,9.6138392192232218e-09,true,true,supported,valid,true,true,
base_train_000013,train,13,20260910,44.703592602163553,27.639641929417849,20,0.01006653423746964,300,1.0000000000000001e-18,0.17000000000000001,0.25,8.8967398298234336e+20,80747927848095840,80747927848095840,0.033773879415618491,1.7403953304237216,27.639641632783064,3.9142822902293807e-18,2.8119941945544294e+20,3482.4351156632579,2.8119941945525204e+20,9.0753018829687162e-05,2.2547985619221134,31.926832376507782,12.776760225656133,true,true,4.7595110423680187e-09,1.0732222401756534e-08,3.1330349161952718e-09,3.3945014603828976e-13,4.0983951855889168e-15,0,3.1330349161952718e-09,true,true,supported,valid,true,true,
base_train_000014,train,14,20260910,61.278922283090651,42.008184446021914,20,0.0066233617439811652,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.3521730809508641e+21,1.3288746439907941e+17,1.3288746439907941e+17,0.052078864645024793,1.6307066420921081,42.008173890502277,2.0365491254243097e-18,3.6594110160906119e+20,2753.7669054018643,3.6594110160495333e+20,9.826730599644342e-05,3.4269616849498785,45.69971172996302,15.579210553107869,true,true,7.3319344173693556e-08,2.5127293112575511e-07,6.5180217764380476e-08,5.612736582418021e-12,1.6126082069909562e-13,0,6.5180217764380476e-08,true,true,supported,valid,true,true,
base_train_000015,train,15,20260910,86.572246472351253,10.368394516408443,20,0.026834955146967675,300,1.0000000000000001e-18,0.17000000000000001,0.25,3.3374133280571464e+20,97192772341794064,97192772341794064,0.048132419439702326,2.0606397332521946,10.368394505451567,1.7935650661921084e-17,5.8178310157845522e+20,5985.8679566466471,5.8178310157839761e+20,0.00029113707644586674,0.84583733409933104,55.273886021769457,31.298360450581285,true,true,1.249189836497415e-09,1.05675727112951e-09,2.1350197774384838e-10,4.9508265059357768e-14,2.9210924286030002e-15,8.3047543185959078e-17,2.1350197774384838e-10,true,true,near_boundary,valid,true,true,
base_train_000016,train,16,20260910,18.763452591374516,58.501376481726766,20,0.0047560488064891018,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.8830608181497608e+21,46479136963294824,46479136963294824,0.017346403896427519,1.5529223705152462,58.50134676516398,1.2140185420206924e-18,1.0625459544992388e+20,2286.0707489454689,1.0625459544801842e+20,2.4682150098544205e-05,4.7724503775523379,14.455649100185971,4.3078034911789871,true,true,1.0643566064291616e-07,5.0796348005402908e-07,2.0009520010037688e-07,8.9664790117952973e-12,2.5471554495437043e-13,0,2.0009520010037688e-07,true,true,near_boundary,valid,true,true,
base_train_000017,train,17,20260910,16.142689073458314,11.639511995017529,20,0.023904387221129982,300,1.0000000000000001e-18,0.17000000000000001,0.25,3.7465648523911391e+20,19218599331737104,19218599331737104,0.0093176998095849967,2.017368935539019,11.639511984709459,1.5003956513472939e-17,1.0803408152500853e+20,5621.3296120176001,1.0803408152499544e+20,5.1293956706688045e-05,0.9495331008578477,10.452790449831397,5.6898986236272107,true,true,1.3909333596401265e-09,8.8561007277649646e-10,3.476115324170279e-10,6.0586510364187413e-14,9.1116469638964572e-15,6.2285657384139287e-17,3.476115324170279e-10,true,true,near_boundary,valid,true,true,
base_train_000018,train,18,20260910,88.665876570157707,57.23326307721436,20,0.0048614282470407829,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.8422404085814366e+21,2.1778757365986899e+17,2.1778757365986899e+17,0.081537921163574056,1.5578472983339935,57.233172677404575,1.2563021191387022e-18,5.0404985362121785e+20,2314.4105291329797,5.0404985359272516e+20,0.0001182048928514934,4.6689996784387064,68.165738126462131,20.500138443544564,true,true,3.3827974580348678e-07,1.5794977417846028e-06,3.4675030143938551e-07,2.8263765280464627e-11,8.5154636427835699e-13,0,3.4675030143938551e-07,true,true,near_boundary,valid,true,true,
base_train_000019,train,19,20260910,58.004404962994158,26.374629456549883,20,0.010549357755044748,300,1.0000000000000001e-18,0.17000000000000001,0.25,8.4895535312161499e+20,1.025603000306576e+17,1.025603000306576e+17,0.043221426686594865,1.7535500370343624,26.374629551216092,4.2109317048685535e-18,3.6664209993721296e+20,3574.893012478663,3.6664209993731303e+20,0.00012079305593813568,2.1516008319399327,41.219499091285876,16.784905871706624,true,true,1.6991965050274917e-09,3.5892905813097758e-09,9.301775844945127e-10,1.3647296916683029e-13,1.4369427216464179e-14,8.3047542993037634e-17,9.301775844945127e-10,true,true,supported,valid,true,true,
base_train_000020,train,20,20260910,46.161779444664717,43.2823998760432,20,0.0064283727933461795,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.3931879394226712e+21,1.0135938259814099e+17,1.0135938259814099e+17,0.039544518548001069,1.6233818388646304,43.282388952945624,1.9436905743106799e-18,2.7447373445310054e+20,2707.9262660694676,2.7447373445009051e+20,7.2748267488349737e-05,3.5309101777171827,34.529096535218521,11.632682909429342,true,true,7.1471811900926116e-08,2.5236811285759869e-07,7.4415013893573996e-08,5.4832855282384614e-12,1.8259884722566525e-13,4.1523776810677852e-17,7.4415013893573996e-08,true,true,supported,valid,true,true,
base_train_000021,train,21,20260910,36.802306361496449,32.015244606882334,20,0.0086907161013560948,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.0305174372936405e+21,71000936343003984,71000936343003984,0.029013257330742545,1.7003203829563587,32.015247391690338,3.1123044189044951e-18,2.2772016526105716e+20,3207.2839738616576,2.277201652620884e+20,6.8893589049908967e-05,2.6117533535176092,26.693714386629271,10.108591974874775,true,true,3.3303753639526884e-08,8.6983811554395024e-08,2.7575675874028722e-08,2.2642740637735249e-12,1.0321211658342786e-13,4.1523769765091379e-17,2.7575675874028722e-08,true,true,supported,valid,true,true,
base_train_000022,train,22,20260910,67.440708805806935,36.762937335297465,20,0.0075683670011520536,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.1833374788674304e+21,1.3820235390654451e+17,1.3820235390654451e+17,0.055273858501733435,1.6641891625681999,36.762931671776101,2.508091366613199e-18,4.1017332491186032e+20,2967.91851452942,4.1017332491078074e+20,0.00011677667407911656,2.9990626668515388,49.619854556977593,17.820854248841524,true,true,5.1366875834961777e-08,1.5405519184256899e-07,3.7766336549108355e-08,1.3159979726051226e-12,9.0261745004423307e-14,8.3047549539031606e-17,3.7766336549108355e-08,true,true,supported,valid,true,true,
base_train_000023,train,23,20260910,79.238587743602693,18.402774669229984,20,0.015119209292884758,300,1.0000000000000001e-18,0.17000000000000001,0.25,5.9235463531439496e+20,1.1830291593094933e+17,1.1830291593094933e+17,0.052916846943951976,1.8612163405186335,18.402774671149071,7.3750679101143831e-18,5.1682470355008199e+20,4368.6556623269407,5.1682470355152981e+20,0.00019967648865838771,1.5012694435593372,54.125591219211707,25.11299652439256,true,true,1.2238255503736355e-08,1.0428248706728091e-10,2.1779253475014826e-11,1.4006889589960104e-12,9.8999902664419243e-15,8.30475431377483e-17,2.1779253475014826e-11,true,true,supported,valid,true,true,
base_train_000024,train,24,20260910,25.492865508422256,51.15355764515698,20,0.0054392189830462052,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.6465472585636043e+21,59915871598603008,59915871598603008,0.022802343204240825,1.583565180432716,51.153542790564686,1.4972111366952313e-18,1.4770633779117238e+20,2465.2288925888702,1.4770633778952104e+20,3.6387471480047782e-05,4.1730268615650337,19.386349641287016,6.1065158671250526,true,true,6.9586914467513276e-08,2.9039216386558774e-07,1.0564570419917615e-07,5.5899543130772914e-12,1.9978891980290063e-13,4.1523777600129078e-17,1.0564570419917615e-07,true,true,supported,valid,true,true,
base_train_000025,train,25,20260910,30.465862490236759,24.506967226043344,20,0.011353318394215984,300,1.0000000000000001e-18,0.17000000000000001,0.25,7.8883841594784665e+20,52078155022506744,52078155022506744,0.022209917715524927,1.7745559906332637,24.506967203741933,4.7216997485852802e-18,1.9397332455484175e+20,3724.6581502553718,1.9397332455484247e+20,6.6014428379860659e-05,1.9992398815970753,21.479371739686428,8.9864907505491853,true,true,2.2676026879411414e-09,9.1000286940378323e-10,3.0504165135609574e-10,1.8582348930050454e-15,1.8761094179828501e-14,0,3.0504165135609574e-10,true,true,supported,valid,true,true,
base_train_000026,train,26,20260910,74.873201628215611,45.15012152493,20,0.0061624507841082166,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.4533064551879208e+21,1.6729804005847165e+17,1.6729804005847165e+17,0.064857886056143732,1.6131334004402342,45.150100342769747,1.81957891031936e-18,4.4240390345931398e+20,2644.4057760385417,4.4240390345054978e+20,0.00011510220923282868,3.6832759753181454,56.241708987512908,18.631492640653676,true,true,1.2736693766536467e-07,4.6914957342204949e-07,1.105789537766563e-07,9.9051960748497532e-12,3.2736069449327129e-13,0,1.105789537766563e-07,true,true,supported,valid,true,true,
base_train_000027,train,27,20260910,63.602965450845659,13.507183259353042,20,0.020599069136137044,300,1.0000000000000001e-18,0.17000000000000001,0.25,4.3477369390399219e+20,81594954771893568,81594954771893568,0.0385142653118336,1.9640686290961971,13.507182766640661,1.1918625121044497e-17,4.2281727719180141e+20,5181.9046701165189,4.2281727719042141e+20,0.00018763702974852089,1.1018947881662788,41.922540035054865,21.680425415784203,true,true,3.3101443323243005e-08,3.6477803821604751e-08,8.8034472549702477e-09,1.6319006181200233e-12,5.1769172144527882e-14,0,8.8034472549702477e-09,true,true,supported,valid,true,true,
base_train_000028,train,28,20260910,42.376188850030303,55.365556236356497,20,0.0050254241212008156,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.7821239287818984e+21,1.0275460046486938e+17,1.0275460046486938e+17,0.038656033129401315,1.5653604508105201,55.365524539247595,1.3231295073247728e-18,2.4229337047439068e+20,2357.9807558312918,2.422933704692951e+20,5.7655180131103531e-05,4.5166350888534792,32.474385340644723,9.9018035093595653,true,true,1.2675217849714246e-07,5.7250592347949594e-07,1.7734449488623336e-07,1.0515326585446468e-11,3.0695249937473006e-13,4.1523783457345254e-17,1.7734449488623336e-07,true,true,supported,valid,true,true,
base_train_000029,train,29,20260910,51.702475184574723,19.879829874262214,20,0.013995864328502567,300,1.0000000000000001e-18,0.17000000000000001,0.25,6.3989858810804581e+20,80101703107827760,80101703107827760,0.035364998641785099,1.8370891951686341,19.87983013433951,6.5405732535409178e-18,3.3524994561098862e+20,4185.3035903615182,3.3524994561126393e+20,0.00012516307868229855,1.6217652864755046,35.623536668277964,16.078938516301626,true,true,8.0663785571354651e-09,1.3082470938266825e-08,3.5362627091484095e-09,4.106141396952739e-13,4.7089977207173424e-14,8.3047542598844986e-17,3.5362627091484095e-09,true,true,supported,valid,true,true,
base_train_000030,train,30,20260910,54.206717046909034,49.67653838917613,20,0.0056009418292018113,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.5990040787034901e+21,1.2591697569146739e+17,1.2591697569146739e+17,0.048127705651321274,1.5904104531636705,49.676511340222063,1.5673284310596464e-18,3.1556866121631269e+20,2506.1645538785701,3.1556866120954511e+20,7.8740925397993052e-05,4.0525339513159961,41.10399571826116,13.102721328607643,true,true,1.3435661239825897e-07,5.4450158855459099e-07,1.5126415950068127e-07,1.0722824969355245e-11,3.710743406591697e-13,0,1.5126415950068127e-07,true,true,supported,valid,true,true,
base_train_000031,train,31,20260910,84.260435015894473,30.538180554285645,20,0.009111066761141387,300,1.0000000000000001e-18,0.17000000000000001,0.25,9.8297306277239705e+20,1.5918498220099203e+17,1.5918498220099203e+17,0.065533459273696373,1.7130078272548324,30.538178826622413,3.350362541766614e-18,5.2424646938955986e+20,3293.3161290730091,5.2424646938872689e+20,0.00016191614359569516,2.4912567888310342,60.815270890925291,23.445164124979534,true,true,2.2708123909808948e-08,5.6573875740914678e-08,1.2146873362213819e-08,7.9443793009285814e-13,6.1433483531553607e-14,0,1.2146873362213819e-08,true,true,supported,valid,true,true,
base_train_000032,train,32,20260910,21.148872803896666,38.239941596984863,20,0.0072760414941591975,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.2308799110974181e+21,44077096500572464,44077096500572464,0.017522385428694581,1.6541641251706294,38.239939895375926,2.3584864900736086e-18,1.2795641240680833e+20,2903.0136412203892,1.2795641240654935e+20,3.5808138376801703e-05,3.1195543538896748,15.623023101337008,5.5258497025572213,true,true,1.4264074407709153e-08,4.4498209627084057e-08,1.6800481730458605e-08,1.0119926118938379e-12,5.7621246891627091e-14,6.2285658742359034e-17,1.6800481730458605e-08,true,true,supported,valid,true,true,
base_train_000033,train,33,20260910,20.296229221858084,22.267020624130964,20,0.012495403246375944,300,1.0000000000000001e-18,0.17000000000000001,0.25,7.1673828116281714e+20,33178176385889696,33178176385889696,0.014373960902849071,1.8026951686075101,22.26702097034385,5.4821453800961896e-18,1.3036579603683284e+20,3929.263456818911,1.3036579603696851e+20,4.6288361448538852e-05,1.8165085571583606,14.160808182918407,6.135421038940251,true,true,8.5592172510378483e-09,1.5548235741081861e-08,5.8433130247848179e-09,5.2036618547397301e-13,1.4144336216410287e-14,2.0761885624114285e-17,5.8433130247848179e-09,true,true,supported,valid,true,true,
base_train_000034,train,34,20260910,83.709955830127001,48.964667310938239,20,0.0056823709232418501,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.5760897660554183e+21,1.9332395777474925e+17,1.9332395777474925e+17,0.074049506659084746,1.5938037309392987,48.964628783275565,1.603068098122418e-18,4.884482951649993e+20,2526.5792236613843,4.884482951496722e+20,0.00012264545562886878,3.9944606272264989,63.38583103944584,20.324124790594222,true,true,1.9697477415578879e-07,7.8684620544371687e-07,1.7578926423094125e-07,1.5689583810567848e-11,5.1931454211056592e-13,8.3047575814913474e-17,1.7578926423094125e-07,true,true,supported,valid,true,true,
base_train_000035,train,35,20260910,53.447891967371106,29.821822643280029,20,0.0093299261122318754,300,1.0000000000000001e-18,0.17000000000000001,0.25,9.5991473855364032e+20,99908153170433168,99908153170433168,0.041285035084865987,1.7194520696894113,29.821822239547071,3.476766830465227e-18,3.334334427242378e+20,3337.3997230756645,3.3343344272400476e+20,0.00010406940510038405,2.4328174359739401,38.480103172072248,14.967788795295691,true,true,5.5645694245057316e-09,1.3538171794716986e-08,3.6686078767970854e-09,3.4946407009452169e-13,2.9595644649373848e-14,8.3047543704234493e-17,3.6686078767970854e-09,true,true,supported,valid,true,true,
base_train_000036,train,36,20260910,51.227422649972141,40.62570639885962,20,0.0068487523407518231,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.3076735321970395e+21,1.0954060853670917e+17,1.0954060853670917e+17,0.043147121916548667,1.6389851920456495,40.625699406699518,2.1458073736823464e-18,3.0737264628321557e+20,2806.0155077354348,3.0737264628078248e+20,8.3760534001799401e-05,3.3141812979755936,38.075214862486362,13.152207787475689,true,true,5.1930044118546652e-08,1.7211171748798323e-07,4.8371208357449793e-08,3.957882338312828e-12,9.8428295341471444e-14,0,4.8371208357449793e-08,true,true,supported,valid,true,true,
base_train_000037,train,37,20260910,41.84176058974117,23.694392517209053,20,0.011742668717579736,300,1.0000000000000001e-18,0.17000000000000001,0.25,7.6268298407082997e+20,70413751677826776,70413751677826776,0.03019545755341824,1.7843599944270758,23.694392285671341,4.976424788213167e-18,2.6725078291904351e+20,3795.4345074759904,2.6725078291886916e+20,9.2315225181352785e-05,1.9329513135464247,29.392032120690036,12.449728469050912,true,true,5.0551682551999124e-09,9.7718357413893223e-09,2.9127943452555161e-09,3.2620770292163021e-13,2.6518955585863664e-15,4.1523771773921002e-17,2.9127943452555161e-09,true,true,supported,valid,true,true,
base_train_000038,train,38,20260910,62.766452981159091,47.43659988977015,20,0.0058654162069041648,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.5269043088674332e+21,1.4310768429150594e+17,1.4310768429150594e+17,0.055073038686569653,1.6013063748562362,47.43657644475114,1.6844561543969407e-18,3.6807344487491371e+20,2572.0033601949999,3.6807344486747845e+20,9.3715285288692619e-05,3.8698032878670232,47.378978913662365,15.387474067456479,true,true,1.2771202856142466e-07,4.9423902777848996e-07,1.2784761063143448e-07,1.0100233950050239e-11,3.2063375720846021e-13,0,1.2784761063143448e-07,true,true,supported,valid,true,true,
base_train_000039,train,39,20260910,74.382379800081253,15.798336025327444,20,0.017611690329147767,300,1.0000000000000001e-18,0.17000000000000001,0.25,5.0852209720268462e+20,1.0311213929910363e+17,1.0311213929910363e+17,0.047347830960819105,1.9106829943061532,15.798336017332346,9.3480095232947735e-18,4.9016102212354481e+20,4753.6694074564803,4.9016102212354002e+20,0.0002027271503756202,1.2888034310153931,49.931987773421064,24.450392026658673,true,true,1.4118463132055115e-09,5.0607215242343938e-10,1.1284562993839059e-10,4.8801595639669063e-15,1.0199412860030472e-14,0,1.1284562993839059e-10,true,true,supported,valid,true,true,
base_train_000040,train,40,20260910,29.691187930293381,54.554601376876235,20,0.0051001271161669661,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.7560209177132107e+21,71581520845000680,71581520845000680,0.026986667893537385,1.5687245400639027,54.554578186678555,1.3539822654437659e-18,1.7019374008144832e+20,2377.6211802944158,1.7019374007875984e+20,4.0761816861140264e-05,4.450478665568065,22.720932584249695,6.9702553460302212,true,true,9.5512357240528002e-08,4.2508234127081053e-07,1.4848861329880262e-07,7.8983026248046124e-12,2.2672676883754295e-13,0,1.4848861329880262e-07,true,true,supported,valid,true,true,
base_train_000041,train,41,20260910,25.912887915037572,34.399386672303081,20,0.0080883826343889284,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.1072590315923834e+21,51594680724216352,51594680724216352,0.020848231286329802,1.6813674450359812,34.399390578203828,2.782249086678115e-18,1.5894620721957021e+20,3080.6704293814819,1.5894620722047205e+20,4.6594586469263244e-05,2.8062479173132093,18.935847814727968,6.9770401003158655,true,true,4.0460912806199209e-08,1.1354565082608768e-07,4.0469254627482403e-08,2.8369374512712582e-12,1.2076841800757306e-13,0,4.0469254627482403e-08,true,true,supported,valid,true,true,
base_train_000042,train,42,20260910,79.942454500123858,36.048011425882578,20,0.0077184674213155724,300,1.0000000000000001e-18,0.17000000000000001,0.25,1.1603252216975215e+21,1.6243993253250822e+17,1.6243993253250822e+17,0.065164467570400009,1.6692308323125749,36.048006256956654,2.5861802938816942e-18,4.8745141014229628e+20,3000.8102228268049,4.8745141013884718e+20,0.00013997557914949347,2.9407401344342921,58.699929177726233,21.242525322380139,true,true,4.8756883031743589e-08,1.4339004342456225e-07,3.2070591282788774e-08,3.5378850817206033e-12,1.0937748223973027e-13,0,3.2070591282788774e-08,true,true,supported,valid,true,true,
base_train_000043,train,43,20260910,67.753248810768127,17.689471589401364,20,0.015728870158031781,300,1.0000000000000001e-18,0.17000000000000001,0.25,5.6939459488822985e+20,99242660615356912,99242660615356912,0.044691350127955137,1.8738008140447584,17.689471482124596,7.8424854172156407e-18,4.4316500530675902e+20,4465.4688070506982,4.4316500530659512e+20,0.0001742646786881955,1.4430792990299919,46.073846852052519,21.679401958714525,true,true,4.2021435251693495e-09,6.064441679862656e-09,1.4280650652092292e-09,1.8492608174981554e-13,7.9981046181639068e-15,8.3047543393897007e-17,1.4280650652092292e-09,true,true,supported,valid,true,true,
